Step,Seed,Total_Infected,Susc_S0_B0,Immun_S0_B0,Susc_S0_B1,Immun_S0_B1,Susc_S1_B0,Immun_S1_B0,Susc_S1_B1,Immun_S1_B1,Susc_S2_B0,Immun_S2_B0,Susc_S2_B1,Immun_S2_B1,Susc_S3_B0,Immun_S3_B0,Susc_S3_B1,Immun_S3_B1,replicate_uid,seed,n_sites,pop_size,n_steps,engine,pow,mutation_rate,contact_rate,recovery_rate,waning_rate,immune_strength,seed_count,immunity_floor,immunity_ceiling
148,1,0.00275,0.7199712991714478,0.3969651460647583,0.9968186020851135,0.0006161035853438079,0.7204126715660095,0.39633315801620483,0.9962534308433533,0.0014230143278837204,0.7200766205787659,0.3968106210231781,0.9966561794281006,0.00085139722796157,0.7205308079719543,0.3961604833602905,0.9961045384407043,0.0016397250583395362,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
149,1,0.00283,0.7225855588912964,0.39312899112701416,0.9967290759086609,0.0006297426298260689,0.7230142951011658,0.3925158977508545,0.9961838126182556,0.0014087852323427796,0.7226808071136475,0.39298832416534424,0.9965826272964478,0.0008428830769844353,0.7231361865997314,0.3923377990722656,0.9960291385650635,0.0016332273371517658,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
150,1,0.00281,0.725223958492279,0.3893586993217468,0.9967398643493652,0.000643245002720505,0.7256410121917725,0.38876229524612427,0.9962134957313538,0.0013946960680186749,0.7253149747848511,0.38922813534736633,0.9965986609458923,0.0008443543338216841,0.7257732152938843,0.38856950402259827,0.9960401058197021,0.001646595192141831,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
151,1,0.0028,0.7278055548667908,0.3856663405895233,0.9967333674430847,0.0006665125256404281,0.7282020449638367,0.38509541749954224,0.9962355494499207,0.0013807490468025208,0.727882444858551,0.38555628061294556,0.9966149926185608,0.0008359107305295765,0.7283396124839783,0.3848986029624939,0.9960541129112244,0.0016400300664827228,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
152,1,0.00272,0.7304086685180664,0.38202792406082153,0.996803879737854,0.0006796473753638566,0.7307894825935364,0.3814792335033417,0.9963255524635315,0.0013669421896338463,0.7304709553718567,0.3819388151168823,0.9967004060745239,0.0008275513537228107,0.7309300899505615,0.38127759099006653,0.9961387515068054,0.0016335280379280448,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
153,1,0.0027,0.7329590916633606,0.3783898949623108,0.9968082904815674,0.0007025512168183923,0.7333229780197144,0.37786629796028137,0.9963550567626953,0.0013532727025449276,0.7330114245414734,0.3783149719238281,0.9967193603515625,0.0008291759295389056,0.7334623336791992,0.377667099237442,0.9961699843406677,0.0016171949682757258,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
154,1,0.00266,0.7355270981788635,0.37474918365478516,0.9968321919441223,0.0007252256036736071,0.735872745513916,0.3742517828941345,0.9964039921760559,0.0013397401198744774,0.7355672717094421,0.3746924102306366,0.9967650175094604,0.0008208837825804949,0.7360239624977112,0.37403541803359985,0.9962078332901001,0.0016208209563046694,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
155,1,0.00268,0.738013744354248,0.37115195393562317,0.9967964887619019,0.0007476733298972249,0.73834228515625,0.37067776918411255,0.9963934421539307,0.0013263419969007373,0.7380396723747253,0.37111398577690125,0.9967509508132935,0.0008126753382384777,0.7384918928146362,0.3704637587070465,0.9961991310119629,0.0016046143136918545,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
156,1,0.00275,0.740434467792511,0.36761045455932617,0.9967109560966492,0.0007698965491726995,0.7407472729682922,0.36715954542160034,0.9963334202766418,0.0013130790321156383,0.7404500246047974,0.36758485436439514,0.9966818690299988,0.0008144485764205456,0.7409021854400635,0.3669339418411255,0.9961288571357727,0.0016083676600828767,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
157,1,0.00278,0.7428379654884338,0.36411696672439575,0.9966725707054138,0.000781997456215322,0.7431386709213257,0.36368343234062195,0.9963119626045227,0.0012999484315514565,0.7428447604179382,0.3641045391559601,0.99665766954422,0.0008063043933361769,0.7433143258094788,0.3634289503097534,0.9960749745368958,0.0016417836304754019,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
158,1,0.00285,0.7451987266540527,0.3606458902359009,0.9965941905975342,0.0007939777569845319,0.7454878091812134,0.36022964119911194,0.9962509274482727,0.0012869490310549736,0.7451958060264587,0.3606465756893158,0.9965932965278625,0.0007982408860698342,0.745663046836853,0.3599712550640106,0.9960125684738159,0.0016352665843442082,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
159,1,0.00278,0.7475876808166504,0.3573136031627655,0.9966486096382141,0.0008157379925251007,0.7478558421134949,0.35692667961120605,0.9963301420211792,0.0012740785023197532,0.7475718855857849,0.35733285546302795,0.9966623187065125,0.0008001587120816112,0.7480401396751404,0.35665327310562134,0.9960746765136719,0.0016486140666529536,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
160,1,0.00292,0.7498683333396912,0.3538793623447418,0.996487021446228,0.0008471806067973375,0.7501133680343628,0.3535264730453491,0.9961991906166077,0.001261338358744979,0.7498322129249573,0.35392823815345764,0.9965271949768066,0.0007921571377664804,0.7502956390380859,0.35326269268989563,0.9959416389465332,0.0016321282600983977,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
161,1,0.00287,0.7522482872009277,0.35051947832107544,0.9964945316314697,0.0009080088930204511,0.7524592280387878,0.3502139151096344,0.9962618947029114,0.0012487252242863178,0.7521817088127136,0.35061153769493103,0.996583104133606,0.0007842355407774448,0.7526504397392273,0.3499419391155243,0.9959868788719177,0.0016356060514226556,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
162,1,0.00283,0.7545216679573059,0.34728673100471497,0.9965335130691528,0.0009088284568861127,0.7547255754470825,0.3469955325126648,0.9963042736053467,0.001236237701959908,0.754450798034668,0.34738460183143616,0.9966285824775696,0.0007763932226225734,0.7549225687980652,0.34670984745025635,0.996026873588562,0.0016390514792874455,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
163,1,0.00275,0.756875216960907,0.34400710463523865,0.9965786933898926,0.000959140423219651,0.757050096988678,0.343757688999176,0.9963926672935486,0.0012238756753504276,0.7567850947380066,0.3441356122493744,0.9967049360275269,0.0007785292691551149,0.7572613954544067,0.3434518277645111,0.9960904121398926,0.0016622596886008978,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
164,1,0.00295,0.7590467929840088,0.34068262577056885,0.9963575601577759,0.0009891489753499627,0.7592006921768188,0.34046226739883423,0.996202290058136,0.0012116365833207965,0.7589391469955444,0.34083688259124756,0.9965102076530457,0.0007707444601692259,0.7594139575958252,0.34015321731567383,0.9958981275558472,0.001655538217164576,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
165,1,0.00301,0.7612156271934509,0.33751142024993896,0.9962658882141113,0.001038657734170556,0.7613379955291748,0.3373304009437561,0.9961480498313904,0.0012094209669157863,0.7610788941383362,0.33770737051963806,0.9964561462402344,0.0007630366599187255,0.7615490555763245,0.3370339572429657,0.995850145816803,0.0016389817465096712,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
166,1,0.00314,0.7633509635925293,0.33428141474723816,0.9961015582084656,0.0010876706801354885,0.7634446024894714,0.3341425657272339,0.9960259199142456,0.0011973262298852205,0.7631993889808655,0.3344988524913788,0.9963169693946838,0.0007752063102088869,0.7636640071868896,0.33383336663246155,0.9957181215286255,0.0016396018909290433,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
167,1,0.00326,0.7654542922973633,0.3311557471752167,0.9959544539451599,0.0011262943735346198,0.7655231952667236,0.3310520648956299,0.9959147572517395,0.0011853534961119294,0.765281081199646,0.33140483498573303,0.9962025284767151,0.0007674542139284313,0.7657502293586731,0.3307335674762726,0.9955924153327942,0.0016430055256932974,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
168,1,0.00326,0.7675704956054688,0.32809415459632874,0.9959204792976379,0.0011744311777874827,0.7676092386245728,0.32803255319595337,0.9959231019020081,0.0011734990403056145,0.7673745155334473,0.3283747732639313,0.9962009191513062,0.0007696797256357968,0.7678378224372864,0.32771050930023193,0.9955981969833374,0.001636476255953312,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
169,1,0.00335,0.7696787714958191,0.3249974250793457,0.9957764148712158,0.0012517872964963317,0.7696706056594849,0.3250032067298889,0.995841383934021,0.0011617649579420686,0.7694385051727295,0.3253418505191803,0.9961166381835938,0.0007619829848408699,0.7698961496353149,0.32468467950820923,0.9955201745033264,0.001620110939256847,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
170,1,0.0033,0.7718138098716736,0.32197222113609314,0.9958076477050781,0.001278869342058897,0.7717885375022888,0.32200390100479126,0.9958992004394531,0.0011501472909003496,0.7715580463409424,0.3223390579223633,0.9961714148521423,0.0007543628453277051,0.7720365524291992,0.32165080308914185,0.9955474734306335,0.0016534094465896487,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
171,1,0.00344,0.7738052606582642,0.31895360350608826,0.9955933690071106,0.0013848808594048023,0.7737196683883667,0.31907156109809875,0.9957666993141174,0.0011386453406885266,0.7734956741333008,0.3193970024585724,0.9960301518440247,0.000756719266064465,0.7739846110343933,0.31869474053382874,0.9953934550285339,0.0016764751635491848,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
172,1,0.00353,0.7758010029792786,0.3159830570220947,0.9953917264938354,0.0015393310459330678,0.7756300568580627,0.3162214756011963,0.9956849813461304,0.0011272592237219214,0.775413990020752,0.31653621792793274,0.9959384202957153,0.0007590523455291986,0.7758967280387878,0.3158424496650696,0.995303213596344,0.0016696106176823378,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
173,1,0.00356,0.7778398990631104,0.3130282461643219,0.9953035712242126,0.0016229390166699886,0.7776218056678772,0.3133339583873749,0.9956628680229187,0.0011159867281094193,0.7774078249931335,0.3136458098888397,0.9959138035774231,0.0007514618919230998,0.7778958678245544,0.31294506788253784,0.9952704906463623,0.0016727147158235312,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
174,1,0.00374,0.7797502875328064,0.31006789207458496,0.9950864315032959,0.0016760098515078425,0.7795014977455139,0.3104183077812195,0.9954903721809387,0.0011048269225284457,0.7792932987213135,0.3107205927371979,0.9957345128059387,0.0007538470672443509,0.7797880172729492,0.31001195311546326,0.9950812458992004,0.0016856874572113156,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
175,1,0.00396,0.7815998196601868,0.30716004967689514,0.9947882294654846,0.0017879493534564972,0.78128981590271,0.3075981140136719,0.9952781796455383,0.0010937784099951386,0.7810835838317871,0.3078972399234772,0.9955204129219055,0.0007463087677024305,0.7815760970115662,0.3071884512901306,0.9948685765266418,0.0016787305939942598,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
176,1,0.00405,0.7834987640380859,0.30433452129364014,0.994634211063385,0.0018789692549034953,0.7831382751464844,0.3048444390296936,0.9951954483985901,0.0010828407248482108,0.7829408049583435,0.3051319718360901,0.9954254627227783,0.0007487458060495555,0.7834376692771912,0.3044194281101227,0.9947677254676819,0.0016916434979066253,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
177,1,0.00414,0.785386323928833,0.3015380799770355,0.9944673180580139,0.001988881966099143,0.784963846206665,0.3021368980407715,0.995113730430603,0.0010720124701038003,0.7847687005996704,0.3024214804172516,0.9953409433364868,0.0007412581471726298,0.7852820158004761,0.3016820251941681,0.9946562647819519,0.001724226283840835,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
178,1,0.00434,0.7871850728988647,0.29869163036346436,0.9941843152046204,0.0021075920667499304,0.7866966128349304,0.29938632249832153,0.9949183464050293,0.0010612920159474015,0.7865079641342163,0.2996591031551361,0.9951385259628296,0.000743745593354106,0.7870196104049683,0.29891982674598694,0.99445641040802,0.0017267840448766947,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
179,1,0.00463,0.7888761758804321,0.29596248269081116,0.9938192367553711,0.0022152161691337824,0.7883239984512329,0.2967499792575836,0.9946355223655701,0.0010506791295483708,0.7881369590759277,0.2970198094844818,0.9948542714118958,0.0007363080512732267,0.7886542677879333,0.2962731719017029,0.9941643476486206,0.0017293165437877178,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
180,1,0.00473,0.7906752228736877,0.29324808716773987,0.9936230182647705,0.002351464005187154,0.790049135684967,0.29413971304893494,0.9945433735847473,0.0010401724139228463,0.789863646030426,0.2944068908691406,0.9947593212127686,0.000728944840375334,0.7903996109962463,0.29363295435905457,0.994044303894043,0.0017615248216316104,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
181,1,0.00503,0.7922888994216919,0.2905864119529724,0.9932637214660645,0.0024368499871343374,0.7916140556335449,0.29154834151268005,0.9942508339881897,0.0010297705885022879,0.7914304137229919,0.2918127477169037,0.9944647550582886,0.0007216556696221232,0.7919862270355225,0.29101085662841797,0.9937214255332947,0.001793408184312284,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
182,1,0.00524,0.7939010858535767,0.2880275249481201,0.9929670095443726,0.0025609820149838924,0.793157160282135,0.2890874743461609,0.9940478801727295,0.00101947330404073,0.7929863929748535,0.2893349528312683,0.9942450523376465,0.0007342386525124311,0.7935367226600647,0.2885406017303467,0.993509829044342,0.0017952733905985951,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
183,1,0.0053,0.7956573367118835,0.2854500114917755,0.9928140640258789,0.002693770220503211,0.7948389053344727,0.2866179943084717,0.9939960241317749,0.0010092779994010925,0.7946739792823792,0.28685545921325684,0.9941841959953308,0.0007367966463789344,0.7952409982681274,0.2860381305217743,0.9934278726577759,0.0018268220592290163,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
184,1,0.00561,0.7972087264060974,0.2828574776649475,0.9924251437187195,0.0028054339345544577,0.7963264584541321,0.2841196060180664,0.993691086769104,0.0009991854894906282,0.796173095703125,0.2843380570411682,0.9938651323318481,0.0007492282893508673,0.7967606782913208,0.2834896743297577,0.9930826425552368,0.0018778534140437841,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
185,1,0.00609,0.798622727394104,0.28029748797416687,0.9917988777160645,0.0030149787198752165,0.7976343631744385,0.2817113399505615,0.9932212233543396,0.0009891934460029006,0.7974832653999329,0.2819276452064514,0.9933903813362122,0.000741736323107034,0.7980887293815613,0.2810530364513397,0.9925809502601624,0.0019085754174739122,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
186,1,0.00636,0.8000583052635193,0.27792125940322876,0.9913768172264099,0.003232330083847046,0.7989473938941956,0.27950847148895264,0.9929571747779846,0.0009793017525225878,0.7987976670265198,0.2797226309776306,0.9931254982948303,0.0007343189790844917,0.7994280457496643,0.2788141667842865,0.9922820329666138,0.0019488893449306488,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
187,1,0.00667,0.8014553785324097,0.2755517065525055,0.9909011125564575,0.0034772073850035667,0.8002125024795532,0.27733221650123596,0.9926571249961853,0.0009695086046122015,0.8000658750534058,0.277544230222702,0.9928209185600281,0.0007269757916219532,0.8007344603538513,0.2765811085700989,0.991923451423645,0.0020185010507702827,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
188,1,0.0068,0.8029776811599731,0.27320897579193115,0.9905599355697632,0.003779035760089755,0.8015687465667725,0.2752262055873871,0.9925374984741211,0.0009598135948181152,0.8014331459999084,0.2754229009151459,0.9926844239234924,0.0007395061547867954,0.8021063804626465,0.27445825934410095,0.991776704788208,0.0020379158668220043,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
189,1,0.00708,0.8043956756591797,0.2708436846733093,0.9901124238967896,0.004018445499241352,0.8028588891029358,0.27304258942604065,0.9922657012939453,0.000950215442571789,0.8027248382568359,0.2732371687889099,0.9924092888832092,0.0007321110460907221,0.8034305572509766,0.27222681045532227,0.9914622902870178,0.002086837077513337,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
190,1,0.00736,0.8057541251182556,0.2685776650905609,0.9895772933959961,0.004374261014163494,0.8040210008621216,0.27105119824409485,0.9919914603233337,0.0009407128673046827,0.8038882613182068,0.27124395966529846,0.9921346306800842,0.0007247902685776353,0.804628849029541,0.27018362283706665,0.9911320805549622,0.002155068563297391,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
191,1,0.00751,0.8071593046188354,0.2663929760456085,0.9891873598098755,0.004716617986559868,0.8052353858947754,0.2691386640071869,0.9918475151062012,0.0009313063928857446,0.8051105737686157,0.26931971311569214,0.9919825792312622,0.000727442093193531,0.8058825731277466,0.26821425557136536,0.9909354448318481,0.0022226176224648952,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
192,1,0.00775,0.8085202574729919,0.2641619145870209,0.9887373447418213,0.005015955772250891,0.8064387440681458,0.26713457703590393,0.9916099309921265,0.0009219928178936243,0.8063198328018188,0.26730549335479736,0.9917409420013428,0.0007300678407773376,0.8071165680885315,0.26616519689559937,0.9906623959541321,0.0022696915548294783,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
193,1,0.00813,0.8097214698791504,0.26200172305107117,0.9881975054740906,0.005252894479781389,0.807512640953064,0.26516106724739075,0.9912377595901489,0.0009127735975198448,0.8073991537094116,0.2653229534626007,0.9913607835769653,0.0007326669292524457,0.8082200884819031,0.2641480267047882,0.9902532696723938,0.0023162944708019495,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
194,1,0.00879,0.8106263279914856,0.25992244482040405,0.9873313307762146,0.005546860862523317,0.8082548975944519,0.26331380009651184,0.9905816316604614,0.0009036452393047512,0.8081527352333069,0.2634589374065399,0.9906896948814392,0.0007451403071172535,0.809005856513977,0.2622399926185608,0.9895384311676025,0.002392131369560957,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
195,1,0.0093,0.8116657733917236,0.25779423117637634,0.9866250157356262,0.005827991291880608,0.809144914150238,0.261400043964386,0.990070641040802,0.0009045089827850461,0.8090386986732483,0.2615512013435364,0.9901853203773499,0.000737688853405416,0.8099339604377747,0.2602693736553192,0.9889755249023438,0.002467211103066802,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
196,1,0.01004,0.8125358819961548,0.25568148493766785,0.9856979846954346,0.0060964166186749935,0.8098632097244263,0.25950679183006287,0.9893367290496826,0.0008954641525633633,0.8097661137580872,0.2596418559551239,0.9894386529922485,0.0007501119398511946,0.8106909990310669,0.2583213448524475,0.9881902933120728,0.0025316381361335516,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
197,1,0.01066,0.8133979439735413,0.2536971867084503,0.9848463535308838,0.006431448273360729,0.8105418682098389,0.2577861249446869,0.988726019859314,0.0008865094860084355,0.8104472756385803,0.25791963934898376,0.9888262748718262,0.0007426109514199197,0.8114110231399536,0.2565440833568573,0.9875257015228271,0.0025954213924705982,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
198,1,0.01128,0.8141512274742126,0.251874715089798,0.9839528203010559,0.006822529714554548,0.811079740524292,0.25626373291015625,0.9881085753440857,0.0008875445346347988,0.8109897375106812,0.25639593601226807,0.9882043600082397,0.0007450847770087421,0.812030017375946,0.2549120783805847,0.98680579662323,0.0027377670630812645,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
199,1,0.01184,0.8149056434631348,0.2501136362552643,0.9830938577651978,0.007249303162097931,0.8115997910499573,0.254838764667511,0.987554669380188,0.0008786684484221041,0.8115125894546509,0.25496724247932434,0.98764967918396,0.0007376339635811746,0.812630295753479,0.25337186455726624,0.986147403717041,0.002878692001104355,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
200,1,0.01256,0.81550133228302,0.24841859936714172,0.9821894764900208,0.007523307576775551,0.8120508790016174,0.2533591687679291,0.9868410229682922,0.0008698822930455208,0.8119696974754333,0.2534785270690918,0.9869282245635986,0.000740157556720078,0.8131647109985352,0.2517715096473694,0.9853323698043823,0.0030182027257978916,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
201,1,0.01307,0.8162041306495667,0.24677328765392303,0.9813594818115234,0.007982674054801464,0.8125050067901611,0.25206729769706726,0.9863321781158447,0.0008710832917131484,0.8124381303787231,0.25217121839523315,0.9864000082015991,0.00076245580567047,0.8137040734291077,0.2503569722175598,0.984714686870575,0.0031761222053319216,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
202,1,0.01375,0.8167471289634705,0.24513842165470123,0.9803694486618042,0.008427546359598637,0.8127985000610352,0.25079241394996643,0.9856582880020142,0.0008623726898804307,0.8127371668815613,0.25088778138160706,0.9857183694839478,0.0007647316670045257,0.8141549229621887,0.2488580346107483,0.9838418960571289,0.0034512628335505724,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
203,1,0.01486,0.8170086145401001,0.2434200793504715,0.9789164662361145,0.008927370421588421,0.8127963542938232,0.2494632750749588,0.9845439791679382,0.0008636491256766021,0.8127301335334778,0.24956300854682922,0.984613299369812,0.0007570843445137143,0.8142127990722656,0.24744035303592682,0.9826505184173584,0.003565251361578703,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
204,1,0.01584,0.8172503113746643,0.2418336272239685,0.9775404930114746,0.009481588378548622,0.8127288818359375,0.2483125776052475,0.98356693983078,0.0008550119237042964,0.8126667737960815,0.24839971959590912,0.9836357831954956,0.0007594135822728276,0.8142618536949158,0.24612115323543549,0.9815150499343872,0.003786998800933361,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
205,1,0.01689,0.8174379467964172,0.24028156697750092,0.9760234355926514,0.010146824643015862,0.8125357627868652,0.24729998409748077,0.9825252294540405,0.000846462557092309,0.8124743103981018,0.24738630652427673,0.9825905561447144,0.0007518192287534475,0.8141915798187256,0.24493572115898132,0.9803098440170288,0.004006529692560434,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
206,1,0.01807,0.8174100518226624,0.2388644516468048,0.974484920501709,0.010656798258423805,0.8122304677963257,0.24628102779388428,0.9813426733016968,0.0008478978998027742,0.8121746778488159,0.2463570386171341,0.9814020395278931,0.0007641011034138501,0.8140101432800293,0.24373210966587067,0.9789735078811646,0.004233764484524727,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
207,1,0.01925,0.8172977566719055,0.23753391206264496,0.972775936126709,0.011411531828343868,0.8116974234580994,0.24555566906929016,0.980167031288147,0.0008394189644604921,0.8116483092308044,0.24562647938728333,0.9802145957946777,0.0007663601427339017,0.8136049509048462,0.24282146990299225,0.977629542350769,0.0044686272740364075,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
208,1,0.02039,0.8171255588531494,0.23638081550598145,0.9710114002227783,0.012317119166254997,0.811021625995636,0.2451310008764267,0.9790310263633728,0.0008310240227729082,0.8109835386276245,0.24518728256225586,0.9790650010108948,0.0007784964982420206,0.8131451606750488,0.2420838624238968,0.9762263298034668,0.004847619216889143,80d86c02b82248d79a9880113ff703e9,1,4,100000,1200,numpy,1.0,1e-05,0.35,0.1,0.01,0.7,2,0.05,1.0
